House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
167,Godfrey Dale,Ellie,Robinson,58,Head,Single,Female,Proofreader,None,Christian
168,Godfrey Dale,Gavin,Spencer,63,Head,Single,Male,Dentist,None,Methodist
168,Godfrey Dale,Louise,Hill,61,None,Divorced,Female,"Engineer, agricultural",None,Christian
168,Godfrey Dale,Louise,Turnbull,20,None,Single,Female,University Student,None,Christian
169,Godfrey Dale,Beth,Lee,48,Head,Single,Female,Unemployed,None,Methodist
170,Godfrey Dale,Joan,Harding,76,Head,Widowed,Female,Retired Clinical molecular geneticist,Disabled,None
171,Godfrey Dale,Samuel,Oliver,59,Head,Married,Male,Drilling engineer,None,Christian
171,Godfrey Dale,Julie,Oliver,60,Wife,Married,Female,Lawyer,None,None
171,Godfrey Dale,Matthew,Morris,11,Grandson,NA,Male,Student,None,NA
172,Godfrey Dale,Ben,Butler,48,Head,Married,Male,Textile designer,Physical Disability,Catholic
172,Godfrey Dale,Beth,Butler,46,Wife,Married,Female,Unemployed,None,None
173,Godfrey Dale,Derek,Smith,80,Head,Divorced,Male,Retired Warehouse manager,None,Christian
174,Godfrey Dale,Phillip,Henderson,98,Head,Widowed,Male,Retired Sales executive,None,None
175,Godfrey Dale,Jason,Scott,27,Head,Single,Male,Make,None,Methodist
175,Godfrey Dale,Danny,Williams,30,None,Single,Male,Physiological scientist,None,None
175,Godfrey Dale,Kieran,Harvey,19,None,Single,Male,University Student,None,Methodist
176,Godfrey Dale,Debra,Berry,72,Head,Widowed,Female,"Retired Designer, multimedia",None,Christian
177,Godfrey Dale,Charlie,Bailey,50,Head,Single,Male,English as a second language teacher,None,None
178,Godfrey Dale,Paula,Murphy,70,Head,Widowed,Female,Retired Field trials officer,None,None
179,Godfrey Dale,Alison,Carter,73,Head,Married,Female,Retired Software engineer,None,None
179,Godfrey Dale,Norman,Carter,77,Husband,Married,Male,"Retired Journalist, broadcasting",None,None
180,Godfrey Dale,Paige,Bibi,72,Head,Divorced,Female,Retired Advertising art director,None,Christian
181,Godfrey Dale,Charlene,Baker,22,Head,Married,Female,University Student,None,Catholic
181,Godfrey Dale,Darren,Baker,31,Husband,Married,Male,Furniture designer,None,Catholic
182,Godfrey Dale,Georgina,Bell,38,Head,Single,Female,Unemployed,None,None
183,Godfrey Dale,Carol,Moran,39,Head,Married,Female,Medical secretary,None,Methodist
183,Godfrey Dale,Mohammed,Moran,41,Husband,Married,Male,Data scientist,None,None
183,Godfrey Dale,Dawn,Moran,11,Daughter,NA,Female,Student,None,NA
184,Godfrey Dale,Stuart,Fuller,24,Head,Married,Male,Chartered management accountant,None,Sikh
184,Godfrey Dale,Laura,Fuller,20,Wife,Married,Female,University Student,None,None
185,Godfrey Dale,Susan,Noble,36,Head,Single,Female,Applications developer,None,Methodist
186,Godfrey Dale,Sheila,Jackson,67,Head,Widowed,Female,Environmental manager,None,Methodist
187,Godfrey Dale,Stephen,Coates,33,Head,Married,Male,"Geologist, wellsite",None,None
187,Godfrey Dale,Brenda,Coates,33,Wife,Married,Female,"Surveyor, quantity",None,None
188,Godfrey Dale,Nathan,Finch,42,Head,Single,Male,Unemployed,None,Sikh
188,Godfrey Dale,Sheila,Finch-Thomas,38,Partner,Single,Female,Unemployed,None,Sikh
188,Godfrey Dale,Gareth,Finch-Thomas,9,Son,NA,Male,Student,None,NA
189,Godfrey Dale,Nicola,Dunn,54,Head,Single,Female,Production manager,None,Christian
190,Godfrey Dale,Melissa,Ahmed,78,Head,Widowed,Female,Retired Industrial/product designer,None,Christian
191,Godfrey Dale,Brian,Brown,69,Head,Widowed,Male,Retired Town planner,None,Methodist
192,Godfrey Dale,Jade,West,18,Head,Married,Female,Student,None,NA
192,Godfrey Dale,Raymond,Coleman,22,Husband,Married,Male,Applications developer,None,NA
193,Godfrey Dale,Gerard,Dodd,46,Head,Single,Male,Meteorologist,None,Christian
193,Godfrey Dale,Kenneth,Dodd,11,Son,NA,Male,Student,None,NA
193,Godfrey Dale,Simon,Dodd,10,Son,NA,Male,Student,None,NA
194,Godfrey Dale,Kerry,Lamb,70,Head,Single,Female,Retired Film/video editor,None,None
195,Godfrey Dale,Charlene,Williams,93,Head,Divorced,Female,"Retired Engineer, automotive",None,Christian
196,Godfrey Dale,Molly,Bray,73,Head,Married,Female,Retired Technical brewer,None,Christian
196,Godfrey Dale,David,Bray,74,Husband,Married,Male,Retired Customer service manager,None,None
197,Godfrey Dale,Robert,Walker,33,Head,Divorced,Male,Printmaker,None,None
198,Godfrey Dale,Hilary,Bailey,45,Head,Divorced,Female,Consulting civil engineer,None,None
199,Godfrey Dale,Diana,Jones,35,Head,Widowed,Female,"Engineer, structural",None,Christian
199,Godfrey Dale,Helen,Jones,4,Daughter,NA,Female,Child,None,NA
200,Godfrey Dale,Donna,Bradley,69,Head,Widowed,Female,"Retired Teacher, adult education",None,Christian
201,Godfrey Dale,Christine,Jennings,21,Head,Single,Female,University Student,None,Muslim
202,Godfrey Dale,Rosie,Smith,55,Head,Single,Female,Social researcher,None,Christian
203,Godfrey Dale,Justin,Harvey,81,Head,Widowed,Male,Retired Personnel officer,None,Christian
204,Godfrey Dale,Jessica,Andrews,18,Head,Single,Female,Student,None,NA
205,Godfrey Dale,Dorothy,Wilson,41,Head,Married,Female,"Psychologist, sport and exercise",None,None
205,Godfrey Dale,Mathew,Wilson,41,Husband,Married,Male,Web designer,None,None
205,Godfrey Dale,Frances,Wilson,6,Step-Daughter,NA,Female,Student,None,NA
205,Godfrey Dale,Phillip,Butler,5,Step-Son,NA,Male,Student,None,NA
206,Godfrey Dale,Carl,Davidson,71,Head,Widowed,Male,Retired Information systems manager,Physical Disability,Christian
207,Godfrey Dale,Denise,Brooks,65,Head,Widowed,Female,Hydrogeologist,None,Christian
208,Godfrey Dale,Kelly,Newton,24,Head,Single,Female,Purchasing manager,None,None
209,Godfrey Dale,Anne,Pugh,20,Head,Widowed,Female,University Student,None,None
210,Godfrey Dale,Ryan,Fisher,68,Head,Widowed,Male,"Retired Engineer, materials",None,None
211,Godfrey Dale,Ronald,Booth,44,Head,Single,Male,Land/geomatics surveyor,None,None
212,Godfrey Dale,Beth,Patel,31,Head,Married,Female,Chief Marketing Officer,None,None
212,Godfrey Dale,Aaron,Patel,31,Husband,Married,Male,"Scientist, research (maths)",None,None
213,Godfrey Dale,Patricia,Webb,80,Head,Divorced,Female,Retired Microbiologist,None,Christian
214,Godfrey Dale,Steven,Warren,66,Head,Widowed,Male,Applications developer,None,Christian
215,Godfrey Dale,Pauline,O'Neill,27,Head,Single,Female,"Scientist, biomedical",None,Christian
216,Godfrey Dale,Kieran,Webb,45,Head,Divorced,Male,Systems developer,None,Sikh
217,Godfrey Dale,Stephen,Harvey,35,Head,Single,Male,Print production planner,None,Christian
217,Godfrey Dale,Carole,Wood,38,None,Single,Female,Office manager,None,None
218,Godfrey Dale,Tony,Andrews,57,Head,Single,Male,Advertising account planner,None,Christian
218,Godfrey Dale,Mandy,Edwards,28,None,Single,Female,"Geologist, wellsite",None,Christian
218,Godfrey Dale,Timothy,Parsons,48,None,Divorced,Male,Medical laboratory scientific officer,None,None
219,Godfrey Dale,Amber,Davies,39,Head,Single,Female,"Librarian, public",None,Christian
219,Godfrey Dale,Paul,Davies,13,Son,NA,Male,Student,None,NA
220,Godfrey Dale,Michelle,Patel,95.82549873,Head,Married,Female,"Retired Education officer, museum",None,Christian
220,Godfrey Dale,Stewart,Patel,93.82549873,Husband,Married,Male,Retired Furniture designer,None,Christian
220,Godfrey Dale,Hilary,Bennett-Patel,26,Granddaughter,Single,Female,"Horticulturist, commercial",None,Christian
220,Godfrey Dale,Rachael,Bennett-Patel,24,Granddaughter,Single,Female,PhD Student,None,Christian
221,Godfrey Dale,Shirley,Banks,42,Head,Single,Female,Contractor,None,Christian
222,Godfrey Dale,Graham,Conway,46,Head,Single,Male,"Therapist, nutritional",None,Catholic
222,Godfrey Dale,Gemma,John,44,Partner,Single,Female,Furniture designer,None,Catholic
223,Godfrey Dale,Pauline,Whitehead,80,Head,Widowed,Female,Unemployed,None,None
224,Godfrey Dale,Josephine,Abbott,76,Head,Widowed,Female,Retired Physiotherapist,None,Methodist
225,Godfrey Dale,Alex,Smith,64,Head,Divorced,Male,Unemployed,None,Catholic
226,Godfrey Dale,Rosie,Cook,78,Head,Widowed,Female,Retired Freight forwarder,None,Christian
227,Godfrey Dale,Emma,Dyer,21,Head,Single,Female,University Student,None,None
228,Godfrey Dale,Naomi,Johnson,23,Head,Single,Female,"Therapist, music",None,Christian
229,Godfrey Dale,Derek,Walker,56,Head,Single,Male,Bonds trader,None,None
229,Godfrey Dale,Allan,Walker,2,Grandson,NA,Male,Child,None,NA
230,Godfrey Dale,Valerie,Walsh,20,Head,Divorced,Female,University Student,None,Christian
231,Godfrey Dale,Claire,Rogers,69,Head,Widowed,Female,Retired IT sales professional,None,None
232,Godfrey Dale,Elliott,Evans,58,Head,Single,Male,Hotel manager,None,Catholic
233,Godfrey Dale,Diana,Atkinson,39,Head,Married,Female,Forensic scientist,None,None
233,Godfrey Dale,Lawrence,Butler,44,Husband,Married,Male,Magazine features editor,None,None
233,Godfrey Dale,Robin,Atkinson,15,Son,NA,Male,Student,None,NA
233,Godfrey Dale,Frances,Atkinson,15,Daughter,NA,Female,Student,None,NA
234,Godfrey Dale,Glen,Whitehead,36,Head,Single,Male,"Accountant, chartered management",None,None
235,Godfrey Dale,Hazel,Harvey,67,Head,Widowed,Female,Structural engineer,None,Christian
236,Godfrey Dale,David,Tyler,72,Head,Married,Male,Retired Fine artist,None,Christian
236,Godfrey Dale,Louise,Tyler,76,Wife,Married,Female,Retired Chartered legal executive (England and Wales),None,None
237,Godfrey Dale,Andrew,Barker,50,Head,Single,Male,"Administrator, education",None,Christian
1,Ahmed Ville,Ellie,Bevan,39,Head,Single,Female,IT technical support officer,None,None
1,Ahmed Ville,Rhys,Hussain,41,Partner,Single,Male,Quality manager,None,None
2,Ahmed Ville,Lee,Dyer,73,Head,Married,Male,Retired Actor,None,Christian
2,Ahmed Ville,Lorraine,Dyer,68,Wife,Married,Female,Retired Press photographer,None,Christian
3,Ahmed Ville,Melissa,Warren,99,Head,Single,Female,"Retired Scientist, biomedical",None,Christian
4,Ahmed Ville,Charlie,Preston,61,Head,Divorced,Male,Unemployed,None,Christian
5,Ahmed Ville,Diane,Wallis,104,Head,Married,Female,Retired Nutritional therapist,None,None
5,Ahmed Ville,Dean,Wallis,103,Husband,Married,Male,Retired Animal technologist,None,None
6,Ahmed Ville,Gerard,May,20,Head,Single,Male,University Student,None,None
7,Ahmed Ville,Stewart,Thompson,75,Head,Married,Male,Retired Immigration officer,None,Christian
7,Ahmed Ville,Kathryn,Thompson,74,Wife,Married,Female,Retired Electrical engineer,None,None
8,Ahmed Ville,Marcus,Wyatt,83,Head,Married,Male,"Retired Scientist, marine",None,None
8,Ahmed Ville,Frances,Wyatt,85,Wife,Married,Female,Retired Physiotherapist,None,None
9,Ahmed Ville,Bradley,Freeman,26,Head,Married,Male,Clinical psychologist,None,None
9,Ahmed Ville,Danielle,Freeman,26,Wife,Married,Female,Purchasing manager,None,None
10,Ahmed Ville,Trevor,Chandler,56,Head,Single,Male,Unemployed,None,Christian
10,Ahmed Ville,Stephanie,Chandler,14,Daughter,NA,Female,Student,None,NA
1,Thornton Street,Paul,Williams,58,Head,Married,Male,Chartered management accountant,None,Christian
1,Thornton Street,Marian,Williams,57,Wife,Married,Female,Audiological scientist,None,Christian
2,Thornton Street,Darren,Lloyd,77,Head,Married,Male,Retired Bookseller,None,Christian
2,Thornton Street,Angela,Lloyd,76,Wife,Married,Female,Retired Learning disability nurse,None,None
3,Thornton Street,Heather,Fletcher,55,Head,Single,Female,"Surveyor, quantity",None,Catholic
3,Thornton Street,Stuart,Higgins,57,Partner,Single,Male,Insurance account manager,None,Catholic
4,Thornton Street,Gerard,Freeman,32,Head,Single,Male,Health service manager,None,None
4,Thornton Street,Mandy,Swift,24,None,Single,Female,Colour technologist,None,Catholic
5,Thornton Street,Patricia,Cooke,35,Head,Single,Female,Broadcast journalist,None,None
5,Thornton Street,Oliver,Cooke,3,Son,NA,Male,Child,None,NA
6,Thornton Street,Stewart,Griffiths,56,Head,Single,Male,Personal assistant,None,Christian
6,Thornton Street,Rebecca,Allen,50,None,Single,Female,Community education officer,None,Methodist
6,Thornton Street,Alexander,O'Brien,63,None,Single,Male,"Accountant, chartered certified",None,None
6,Thornton Street,Stanley,Ryan,51,None,Single,Male,Youth worker,None,Christian
7,Thornton Street,Louise,Barber,41,Head,Married,Female,Ergonomist,None,None
7,Thornton Street,Jake,Barber,41,Husband,Married,Male,Musician,None,None
7,Thornton Street,Gregory,Lane,16,Son,NA,Male,Student,None,NA
8,Thornton Street,Russell,Sutton,56,Head,Divorced,Male,"Designer, exhibition/display",None,Christian
8,Thornton Street,Trevor,Hurst-Sutton,15,Grandson,NA,Male,Student,None,NA
9,Thornton Street,Jade,Preston,79,Head,Married,Female,Retired Sports administrator,None,Christian
9,Thornton Street,Kieran,Preston,76,Husband,Married,Male,Retired Air broker,None,None
10,Thornton Street,Stacey,Lee,37,Head,Single,Female,"Lecturer, higher education",None,None
11,Thornton Street,Donna,Byrne,61,Head,Married,Female,Private music teacher,None,Christian
11,Thornton Street,Robert,Byrne,63,Husband,Married,Male,"Restaurant manager, fast food",None,None
11,Thornton Street,Louise,Byrne,26,Daughter,Single,Female,"Scientist, audiological",None,Christian
12,Thornton Street,Ann,Turner,31,Head,Divorced,Female,Unemployed,None,None
12,Thornton Street,Aaron,Turner,4,Son,NA,Male,Child,None,NA
13,Thornton Street,Kenneth,Horton,62,Head,Single,Male,Actor,None,Christian
13,Thornton Street,Irene,Sims,55,Partner,Single,Female,Ergonomist,None,Christian
14,Thornton Street,Andrea,Fletcher,43,Head,Married,Female,"Scientist, audiological",None,Catholic
14,Thornton Street,Rhys,Fletcher,46,Husband,Married,Male,Analytical chemist,None,None
14,Thornton Street,Chelsea,Fletcher,23,Daughter,Single,Female,Agricultural engineer,None,None
14,Thornton Street,Natasha,Fletcher,20,Daughter,Single,Female,University Student,None,Catholic
15,Thornton Street,Frances,Gordon,65,Head,Married,Female,Media buyer,None,None
15,Thornton Street,Dale,Gordon,67,Husband,Married,Male,Dancer,None,None
15,Thornton Street,Albert,McKenzie,9,Grandson,NA,Male,Student,None,NA
15,Thornton Street,Sian,McKenzie,5,Granddaughter,NA,Female,Student,None,NA
15,Thornton Street,Beth,McKenzie,2,Granddaughter,NA,Female,Child,None,NA
16,Thornton Street,Howard,Kaur,43,Head,Single,Male,Applications developer,None,None
16,Thornton Street,Janet,Stewart,38,Partner,Single,Female,Unemployed,None,None
17,Thornton Street,Barry,Chapman,53,Head,Single,Male,"Surveyor, quantity",None,Christian
17,Thornton Street,Cheryl,Bull,25,None,Single,Female,Television camera operator,None,Catholic
18,Thornton Street,Bernard,Bradshaw,77,Head,Married,Male,Retired Passenger transport manager,None,Christian
18,Thornton Street,Wendy,Bradshaw,73,Wife,Married,Female,Retired Biomedical engineer,None,Christian
1,Parker Springs,Brett,Lewis,64,Head,Married,Male,Armed forces operational officer,None,None
1,Parker Springs,Zoe,Lewis,62,Wife,Married,Female,"Psychologist, forensic",None,None
1,Parker Springs,Leanne,Lewis,41,Daughter,Single,Female,Meteorologist,None,None
1,Parker Springs,Janet,Lewis,39,Daughter,Divorced,Female,"Administrator, local government",None,None
1,Parker Springs,Kyle,Lewis,36,Son,Single,Male,Stage manager,None,None
2,Parker Springs,Jodie,Mason,38,Head,Single,Female,Sports development officer,None,Catholic
2,Parker Springs,Joshua,Thompson,37,Partner,Single,Male,Fisheries officer,None,Catholic
2,Parker Springs,David,Freeman,8,Son,NA,Male,Student,None,NA
3,Parker Springs,Leah,Gardiner,59,Head,Married,Female,Unemployed,None,None
3,Parker Springs,Conor,Gardiner,61,Husband,Married,Male,Market researcher,None,None
3,Parker Springs,Graeme,Edwards,18,Son,Single,Male,Student,None,None
3,Parker Springs,Marilyn,Edwards,14,Daughter,NA,Female,Student,None,NA
4,Parker Springs,Joanne,Taylor,33,Head,Single,Female,Building surveyor,None,None
4,Parker Springs,Dennis,Connor,37,Partner,Single,Male,Retail buyer,None,None
5,Parker Springs,Jeffrey,Allen,73,Head,Married,Male,"Retired Education officer, community",None,Christian
5,Parker Springs,Judith,Allen,69,Wife,Married,Female,"Retired Engineer, energy",None,Christian
6,Parker Springs,Ben,Taylor,21,Head,Single,Male,University Student,None,None
1,Corporation Lane,Brandon,Jarvis,18,Head,Married,Male,Student,None,NA
1,Corporation Lane,Katherine,Jarvis,19,Wife,Married,Female,"Psychologist, sport and exercise",None,None
2,Corporation Lane,Ronald,Hussain,40,Head,Married,Male,Commissioning editor,None,None
2,Corporation Lane,Tracey,Hussain,39,Wife,Married,Female,Multimedia specialist,None,None
2,Corporation Lane,Charles,Wood,37,Cousin,Single,Male,Radio broadcast assistant,None,None
2,Corporation Lane,Ben,Rowe,56,Sibling,Single,Male,Investment analyst,None,Christian
3,Corporation Lane,Louis,O'Sullivan,54,Head,Single,Male,Unemployed,None,None
3,Corporation Lane,Melissa,Oliver,54,Partner,Single,Female,Psychotherapist,None,None
4,Corporation Lane,Gillian,Kent,42,Head,Single,Female,Psychiatric nurse,None,None
4,Corporation Lane,Valerie,Bennett,24,None,Single,Female,"Investment banker, corporate",None,None
4,Corporation Lane,Irene,Clark,37,None,Single,Female,"Nurse, mental health",None,None
4,Corporation Lane,Jessica,Armstrong,55,None,Single,Female,Environmental education officer,None,Christian
5,Corporation Lane,Kim,Murphy,98,Head,Married,Female,"Retired Surveyor, building control",None,None
5,Corporation Lane,William,Murphy,102,Husband,Married,Male,Retired Building services engineer,None,None
6,Corporation Lane,Eleanor,King,29,Head,Single,Female,Stage manager,None,None
6,Corporation Lane,Danny,Smith,31,Partner,Single,Male,Unemployed,None,None
6,Corporation Lane,Ann,King,6,Daughter,NA,Female,Student,None,NA
6,Corporation Lane,Tina,King,6,Daughter,NA,Female,Student,None,NA
7,Corporation Lane,Anna,Peacock,54,Head,Married,Female,Building surveyor,None,Christian
7,Corporation Lane,Jonathan,Peacock,57,Husband,Married,Male,Emergency planning/management officer,None,Christian
7,Corporation Lane,Janet,Peacock,14,Daughter,NA,Female,Student,None,NA
8,Corporation Lane,Stuart,Saunders,37,Head,Married,Male,Toxicologist,None,Christian
8,Corporation Lane,Marian,Saunders,36,Wife,Married,Female,Investment analyst,None,Christian
8,Corporation Lane,Roger,Saunders,16,Son,NA,Male,Student,None,NA
8,Corporation Lane,Barry,Saunders,13,Son,NA,Male,Student,None,NA
9,Corporation Lane,Lydia,Cooper,41,Head,Single,Female,Furniture conservator/restorer,None,Christian
9,Corporation Lane,Jacqueline,Lynch,33,None,Single,Female,Systems analyst,None,None
9,Corporation Lane,Connor,Iqbal,61,None,Divorced,Male,Research scientist (medical),None,Christian
